Station,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December,Mon24,Tue24,Wed24,Thu24,Fri24,Sat24,Sun24,Mon1,Tue1,Wed1,Thu1,Fri1,Sat1,Sun1,Mon2,Tue2,Wed2,Thu2,Fri2,Sat2,Sun2,Mon3,Tue3,Wed3,Thu3,Fri3,Sat3,Sun3,Mon4,Tue4,Wed4,Thu4,Fri4,Sat4,Sun4,Mon5,Tue5,Wed5,Thu5,Fri5,Sat5,Sun5,Mon6,Tue6,Wed6,Thu6,Fri6,Sat6,Sun6,Mon7,Tue7,Wed7,Thu7,Fri7,Sat7,Sun7,Mon8,Tue8,Wed8,Thu8,Fri8,Sat8,Sun8,Mon9,Tue9,Wed9,Thu9,Fri9,Sat9,Sun9,Mon10,Tue10,Wed10,Thu10,Fri10,Sat10,Sun10,Mon11,Tue11,Wed11,Thu11,Fri11,Sat11,Sun11,Mon12,Tue12,Wed12,Thu12,Fri12,Sat12,Sun12,Mon13,Tue13,Wed13,Thu13,Fri13,Sat13,Sun13,Mon14,Tue14,Wed14,Thu14,Fri14,Sat14,Sun14,Mon15,Tue15,Wed15,Thu15,Fri15,Sat15,Sun15,Mon16,Tue16,Wed16,Thu16,Fri16,Sat16,Sun16,Mon17,Tue17,Wed17,Thu17,Fri17,Sat17,Sun17,Mon18,Tue18,Wed18,Thu18,Fri18,Sat18,Sun18,Mon19,Tue19,Wed19,Thu19,Fri19,Sat19,Sun19,Mon20,Tue20,Wed20,Thu20,Fri20,Sat20,Sun20,Mon21,Tue21,Wed21,Thu21,Fri21,Sat21,Sun21,Mon22,Tue22,Wed22,Thu22,Fri22,Sat22,Sun22,Mon23,Tue23,Wed23,Thu23,Fri23,Sat23,Sun23
7369,36,45,65,50,52,68,69,0,0,0,0,0,0,0,183,202,0,0,0,0,1,0,2,1,3,1,0,0,1,2,0,0,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,3,2,6,5,4,0,1,4,9,11,8,5,1,1,2,4,5,3,3,6,2,0,0,1,1,3,1,0,2,0,2,1,1,4,6,8,2,1,2,1,5,7,2,2,1,0,3,3,6,0,2,2,3,6,3,3,0,1,2,0,1,7,10,0,3,5,1,5,5,0,2,6,7,7,4,6,5,3,1,4,1,2,7,5,1,1,8,4,3,7,5,1,4,2,1,2,5,2,1,0,2,2,3,2,2,3,1,3,3,2,3,7,2,4,1,2,1,0,2
7371,28,18,23,21,15,28,28,0,0,0,0,0,0,0,93,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,1,1,0,2,5,1,0,0,1,0,0,0,1,0,1,0,0,5,4,0,1,0,2,1,2,1,1,0,4,4,3,1,0,0,0,0,2,1,1,0,1,1,0,1,4,0,0,1,2,0,3,4,0,0,4,2,0,1,5,3,2,5,3,4,1,3,9,1,6,3,2,2,2,3,1,0,1,1,1,1,0,0,1,2,0,1,2,2,2,0,1,0,1,0,0,1,0,1,1,2,0,0,0,0,0,1,3,0
7372,116,165,229,211,205,240,180,0,0,0,0,0,0,0,539,807,0,0,0,3,1,0,9,6,11,2,1,7,1,6,4,12,11,4,0,2,2,3,1,12,0,0,0,0,1,1,2,0,0,0,0,1,1,2,1,0,1,1,3,0,1,3,1,7,2,4,1,0,3,10,6,6,5,2,0,8,13,26,20,23,2,1,6,8,15,12,13,12,10,2,7,7,4,8,16,5,9,4,5,8,5,13,14,9,6,14,19,18,16,10,8,9,14,10,10,13,10,5,6,14,12,8,11,13,6,11,4,5,12,17,18,4,8,20,12,8,19,13,9,13,24,26,24,25,12,8,15,20,18,16,17,20,3,18,14,4,4,13,6,5,2,10,11,6,10,6,11,5,10,16,5,8,5,5,10,11,5,8,8,4,3,11,4,3,10,11,3
7373,122,182,186,215,192,96,77,0,0,0,0,0,0,0,240,830,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,4,8,10,8,6,0,0,15,17,22,26,24,5,1,9,7,12,13,16,10,3,3,2,8,6,1,7,5,2,10,7,4,11,9,5,10,5,6,5,8,11,8,5,8,8,6,9,12,5,7,10,11,14,13,4,12,10,14,12,14,18,4,6,13,16,9,25,17,2,3,18,31,31,30,24,5,10,8,22,22,19,19,1,6,5,12,7,10,10,6,5,4,8,10,7,6,7,2,5,7,7,14,1,5,0,2,2,2,5,3,3,3,0,1,0,7,5,3,0
7374,36,49,37,44,35,43,36,0,0,0,0,0,0,0,69,211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,3,4,6,4,3,1,0,2,7,5,6,8,0,0,1,4,3,4,1,0,0,4,1,0,3,3,4,3,2,5,4,0,0,0,4,2,1,3,2,2,9,1,2,6,1,3,2,6,5,0,5,1,4,2,3,7,8,2,4,3,3,5,3,3,3,4,3,2,2,5,3,7,3,1,1,5,1,2,1,1,2,2,3,1,2,3,0,6,0,0,5,1,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0
7375,91,101,135,133,123,175,125,0,0,0,0,0,0,0,192,691,0,0,0,1,0,1,5,4,3,2,0,0,0,2,1,2,4,1,0,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,1,0,1,1,4,3,4,5,4,4,3,0,5,4,3,1,8,3,3,0,3,3,3,0,5,0,2,4,9,2,1,5,6,0,1,4,8,4,7,13,3,2,5,4,11,17,9,5,8,4,8,6,13,10,8,5,7,8,2,15,11,6,4,3,12,4,15,12,7,13,11,10,9,27,12,7,19,24,14,14,13,8,20,15,17,13,17,4,11,6,5,12,17,16,9,10,6,3,7,11,12,2,3,6,7,8,9,1,12,2,0,2,5,1,2,5,0,3,0,4,1,4,8,4
7376,18,16,23,26,25,30,36,0,0,0,0,0,0,0,55,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,4,3,2,2,1,0,0,1,2,1,2,1,5,1,1,1,3,0,1,2,3,1,2,3,1,0,1,0,0,0,1,0,6,0,2,0,0,0,0,0,5,2,0,3,1,3,0,1,1,2,0,2,2,2,7,0,1,6,2,2,1,4,2,4,2,7,3,7,2,2,2,2,2,2,4,1,3,0,2,0,3,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0
7377,17,25,23,20,19,23,22,0,0,0,0,0,0,0,47,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,5,5,5,0,0,3,5,2,3,3,1,1,1,2,3,1,1,2,2,0,0,0,0,0,1,1,0,1,0,0,0,3,2,0,1,0,0,0,0,1,0,1,0,2,0,0,2,2,0,0,0,0,2,4,0,0,0,0,2,4,2,1,0,2,0,0,1,2,1,2,2,2,1,1,0,4,3,1,1,2,2,1,1,3,3,1,3,3,2,1,0,4,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0
7378,30,35,57,62,43,57,44,0,0,0,0,0,0,0,38,290,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,3,0,0,2,2,3,8,9,0,0,0,2,3,5,1,0,2,1,1,2,8,3,5,0,7,1,0,2,1,4,5,3,3,0,0,3,2,2,3,1,0,2,2,6,3,2,1,4,2,1,2,5,2,4,4,10,10,8,5,2,6,9,5,2,9,5,3,3,6,3,2,2,4,2,2,6,2,2,6,2,1,4,8,2,1,8,0,0,1,3,6,0,1,5,1,0,1,1,0,0,4,0,1,4,2,2,0,0,1,1,0,2,0,0,0
7379,25,25,22,19,31,27,31,0,0,0,0,0,0,0,50,130,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,3,0,0,4,4,2,2,1,3,0,0,1,0,1,3,1,0,0,1,0,1,1,2,0,4,1,2,0,0,3,3,0,1,2,1,3,0,6,0,2,0,0,1,2,3,1,2,1,1,6,0,2,0,0,0,3,0,1,5,1,2,1,1,4,3,1,2,2,4,3,3,6,1,1,4,2,2,1,1,4,1,1,1,1,4,3,2,2,0,2,0,0,1,0,4,0,0,1,0,0,1,2,0,1,0,0,0,0,2,3,0,1,0,1,0
7000,711,796,967,978,1027,846,834,0,0,0,0,0,0,2288,2174,1697,0,0,0,2,1,3,1,3,11,6,3,1,1,2,5,6,4,5,0,0,0,0,2,4,1,0,0,0,3,3,3,6,6,5,6,13,3,6,11,16,15,16,10,0,1,12,12,17,18,23,4,5,39,43,54,59,54,7,1,171,257,286,291,259,30,13,46,51,69,83,89,41,32,38,23,60,50,70,55,38,35,23,34,42,52,68,78,35,32,28,32,32,87,77,30,18,40,30,57,82,80,30,27,17,26,25,67,78,18,21,27,21,34,65,66,36,42,35,34,38,61,83,29,48,54,61,66,44,62,49,57,67,58,42,41,54,45,36,36,60,37,61,48,21,38,43,46,39,37,37,30,24,40,27,29,18,26,13,9,26,9,25,38,21,6,11,10,6,22,15,11
7001,308,471,464,523,531,888,560,0,0,0,0,0,0,1350,1293,1102,0,0,0,1,1,1,3,2,5,2,0,0,2,1,0,1,0,1,0,0,2,0,3,2,0,0,0,0,1,0,1,0,2,0,0,2,1,0,4,6,6,6,9,6,4,4,4,4,8,5,1,0,8,16,8,10,14,5,13,35,41,52,41,37,26,11,23,27,29,44,46,31,22,8,21,19,25,17,44,27,21,28,19,35,25,73,45,35,30,33,41,30,112,41,16,50,24,43,61,109,48,21,27,27,50,49,107,69,16,35,33,38,51,83,54,11,41,43,37,40,98,45,19,48,55,43,33,57,25,30,42,49,49,29,41,44,19,19,21,12,33,24,44,16,11,15,9,19,29,31,4,12,17,15,14,12,15,12,7,6,8,7,11,5,4,3,1,3,7,9,12
7002,541,690,639,666,616,506,439,0,0,0,0,0,0,1272,1218,1607,0,0,0,6,2,3,6,6,14,14,5,5,3,0,5,7,11,1,1,2,1,4,11,4,0,1,0,3,0,7,7,1,0,0,0,0,1,4,3,0,0,2,0,2,5,1,0,0,0,2,1,3,14,8,13,21,10,8,10,30,55,40,45,49,12,6,28,47,46,53,44,12,12,30,27,26,27,20,30,24,38,36,29,32,35,24,22,31,36,32,33,29,49,38,25,47,41,46,40,39,35,37,38,41,39,36,31,37,38,42,32,23,49,44,38,36,67,56,60,62,49,33,87,72,96,69,75,31,32,46,76,65,63,34,26,29,31,34,48,45,44,23,25,23,41,31,55,30,25,13,18,34,20,23,15,24,22,6,9,9,12,18,16,12,6,12,6,8,9,20,3
7003,356,343,441,420,367,331,396,0,0,0,0,0,0,872,848,934,0,0,0,7,4,9,6,10,10,17,4,2,2,3,5,6,12,1,0,1,4,3,7,16,2,0,0,1,1,4,5,2,2,0,1,1,1,0,4,2,6,8,7,2,1,2,2,4,1,4,0,0,15,12,14,25,15,2,6,28,30,36,30,31,12,5,32,25,40,30,17,19,11,9,7,10,11,21,14,13,18,8,27,12,15,20,24,9,15,14,26,16,11,30,16,11,18,27,21,22,35,17,19,16,17,17,30,19,14,11,24,22,15,21,39,17,14,23,22,26,29,23,32,28,43,38,35,24,25,24,46,42,31,28,30,32,27,31,43,29,23,18,19,23,31,31,25,16,22,23,35,22,18,28,11,14,14,10,15,11,15,13,7,17,8,6,9,8,16,6,10
7004,348,470,440,473,466,174,185,0,0,0,0,0,0,928,786,842,0,0,0,2,1,5,6,5,4,4,0,4,2,2,1,1,7,2,0,1,2,0,1,4,0,0,1,0,0,2,0,0,0,0,0,0,2,3,0,1,1,4,4,0,1,4,10,4,10,7,0,1,7,10,11,8,9,2,4,11,17,21,17,14,4,1,15,10,13,17,20,6,9,14,15,13,19,13,13,7,15,21,15,14,23,11,7,31,22,31,37,23,11,9,29,20,40,27,35,9,13,13,23,12,15,39,7,15,22,47,34,53,40,12,13,61,95,77,87,92,11,13,47,77,63,71,53,14,15,25,40,37,30,49,14,22,15,21,24,11,16,8,15,4,10,7,9,6,10,10,12,12,13,17,5,13,6,15,11,8,11,6,8,3,4,3,7,6,6,11,3
7005,702,941,971,1011,907,510,369,0,0,0,0,0,0,1886,2009,1516,0,0,0,7,3,6,11,3,18,19,10,1,4,5,6,13,14,3,4,1,2,5,6,9,0,0,0,0,1,3,4,0,1,1,0,0,1,0,0,0,0,0,3,0,2,2,7,2,2,6,0,2,7,10,7,7,10,4,1,33,48,47,55,52,8,1,20,31,22,45,27,15,2,25,14,29,27,19,16,16,18,21,23,29,35,27,17,34,39,40,36,47,40,20,34,30,49,44,40,39,30,34,42,38,53,55,20,19,27,47,60,51,52,43,33,67,115,112,100,101,43,39,157,214,225,210,177,29,25,83,157,120,121,86,38,14,42,68,59,54,54,34,27,33,28,40,47,36,35,27,26,31,36,50,31,27,21,17,20,28,40,37,27,19,23,10,22,22,24,24,8
7006,888,1048,1109,1138,1050,594,661,0,0,0,0,0,0,2287,2238,1963,0,0,0,6,9,8,5,13,4,14,1,1,7,5,8,8,16,3,0,4,3,5,10,13,0,1,2,4,0,4,8,0,1,1,2,3,3,3,2,4,2,1,2,0,0,0,2,3,4,5,4,3,24,26,35,34,34,7,3,77,93,101,116,104,16,17,72,95,87,115,85,31,28,43,32,50,40,56,25,20,56,43,42,58,39,24,50,53,57,62,63,61,43,26,38,45,49,52,62,31,52,42,33,46,55,57,43,33,52,67,48,58,53,44,44,59,112,94,98,101,39,50,90,94,112,135,100,49,61,97,113,132,97,78,40,58,59,80,77,58,66,55,42,45,60,58,48,47,37,36,31,43,34,39,25,37,39,25,22,28,24,25,24,36,13,15,27,24,21,16,9
7007,481,603,637,562,597,418,397,0,0,0,0,0,0,1347,1140,1208,0,0,0,7,3,5,8,12,9,9,5,2,4,2,4,13,11,3,4,3,1,2,4,8,4,1,0,2,7,4,5,0,0,1,0,0,2,6,0,1,1,3,0,2,2,2,6,4,2,0,2,1,12,16,15,15,15,4,4,39,49,48,59,43,8,3,34,45,48,55,50,20,13,16,20,26,11,25,15,19,15,27,34,25,37,16,31,25,33,53,39,40,25,35,35,42,35,31,33,35,31,29,42,42,36,42,37,37,36,47,61,54,49,43,33,50,61,46,50,66,35,25,48,42,63,47,61,26,22,41,44,44,31,37,28,23,24,38,27,29,20,27,12,21,35,28,24,21,19,24,15,24,23,20,10,17,15,8,14,15,12,11,13,20,12,7,11,6,12,14,8
7008,325,348,347,370,362,238,212,0,0,0,0,0,0,771,706,725,0,0,0,2,3,1,1,1,3,4,5,2,3,1,1,1,4,3,0,0,1,2,2,5,1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1,3,1,0,0,0,4,2,7,6,3,0,0,15,17,22,21,15,3,0,9,11,15,25,21,2,4,8,12,10,15,14,10,6,29,12,17,20,29,17,10,22,38,23,31,32,24,11,22,32,17,26,30,22,19,15,19,17,23,28,23,19,32,31,30,31,36,23,29,42,49,67,37,29,20,28,49,52,48,66,54,22,19,29,27,37,23,27,29,21,8,15,6,9,16,10,11,9,14,14,13,13,11,5,11,4,4,9,4,6,3,6,3,4,9,3,4,11,3,3,1,1,4,2,2
7009,663,829,834,857,853,756,505,0,0,0,0,0,0,1977,1901,1419,0,0,0,3,10,9,9,7,10,4,2,1,4,6,2,4,8,0,1,1,1,0,4,10,2,0,0,1,0,0,1,3,0,3,0,0,0,0,3,1,4,5,0,2,4,9,18,15,12,8,2,2,20,16,26,25,21,6,6,45,64,76,69,72,24,8,26,42,46,43,49,39,17,23,12,17,29,36,50,33,40,31,23,25,41,72,29,35,44,48,45,74,78,52,42,36,55,78,61,79,44,45,43,40,45,62,75,33,29,55,46,38,62,57,47,42,64,56,68,64,76,38,88,136,134,126,115,58,45,65,114,81,81,55,29,31,49,43,46,59,45,20,25,30,53,44,41,31,20,25,28,23,36,26,25,17,22,16,6,18,11,14,20,7,18,16,6,14,9,14,14
7010,401,515,587,504,581,392,374,0,0,0,0,0,0,1325,1060,969,0,0,0,4,2,8,5,12,15,22,4,2,1,3,6,20,7,4,0,0,3,16,17,30,1,0,0,3,0,6,12,0,0,1,0,0,4,3,0,0,0,1,0,0,5,8,6,5,7,8,1,2,5,10,10,8,9,4,2,2,23,19,27,23,3,4,18,27,35,22,28,12,4,9,8,10,9,16,17,13,14,13,9,12,15,29,11,13,11,21,14,16,26,22,34,18,21,23,25,34,38,15,16,16,14,33,29,38,18,20,14,22,38,29,33,53,37,53,35,65,22,27,50,103,109,76,82,25,35,61,77,101,77,70,21,22,34,51,52,51,35,22,17,28,46,20,38,17,23,7,19,29,42,24,21,11,11,4,12,32,18,26,11,5,3,4,8,12,20,11,4
7011,469,539,536,567,564,435,438,0,0,0,0,0,0,1424,1172,952,0,0,0,5,2,4,1,8,3,3,1,0,3,0,8,17,17,6,0,1,1,8,12,16,2,0,0,1,1,1,6,0,1,1,0,0,1,3,9,8,9,10,7,2,0,10,9,4,5,21,3,3,26,29,31,40,26,5,3,67,104,115,115,90,10,7,43,54,49,49,39,28,14,20,19,20,15,25,38,23,20,10,10,11,8,32,27,12,18,8,17,19,43,35,23,19,23,16,26,30,30,19,13,8,20,13,38,22,16,22,18,13,22,30,41,33,37,33,29,51,31,33,52,75,72,74,75,26,43,32,46,42,53,47,25,36,17,16,29,27,26,24,24,23,23,22,21,18,7,16,16,20,16,18,7,7,21,14,6,16,15,10,12,10,3,8,2,16,9,10,5
7012,596,687,698,706,713,586,578,0,0,0,0,0,0,1563,1558,1443,0,0,0,14,6,6,9,7,13,11,8,10,3,3,4,10,24,0,1,3,1,6,5,8,2,2,1,0,0,2,2,1,1,0,0,0,5,1,6,4,2,4,5,2,2,1,5,3,7,5,5,2,11,6,10,8,17,9,3,16,30,17,28,27,6,15,31,38,47,58,36,23,20,27,22,25,19,24,26,31,29,20,30,17,32,25,40,27,30,21,41,53,41,31,34,44,45,47,73,40,45,32,45,36,35,59,50,35,25,31,45,42,42,32,33,49,54,80,67,53,42,27,83,113,90,106,67,49,51,65,83,70,94,64,52,47,31,49,54,37,44,35,47,39,36,41,26,26,47,40,28,33,37,24,22,30,17,25,15,25,21,33,18,32,12,9,7,12,14,19,14
7013,452,546,577,602,576,540,605,0,0,0,0,0,0,1456,1362,1080,0,0,0,7,0,7,2,6,20,15,2,2,2,1,2,2,13,1,1,0,0,0,6,6,3,0,0,2,1,2,8,1,0,1,1,0,0,2,1,12,4,2,3,0,1,10,15,15,16,17,1,0,22,19,19,21,21,1,3,32,65,71,68,61,13,11,46,54,46,75,59,18,28,20,17,22,20,23,31,38,27,24,30,26,17,36,47,24,34,24,30,27,37,44,20,26,31,23,26,48,65,18,22,13,18,33,58,40,10,20,21,19,27,31,56,22,26,19,33,23,44,46,38,43,57,60,45,38,37,48,67,64,63,56,23,32,32,39,47,48,45,31,34,24,26,30,34,38,34,30,12,11,29,15,21,20,26,24,18,15,17,11,23,14,8,5,10,8,14,23,9
7014,498,596,618,650,566,444,425,0,0,0,0,0,0,1337,1324,1136,0,0,0,10,4,2,4,7,4,7,1,1,0,4,7,9,5,1,0,0,2,2,1,4,2,0,0,1,1,3,2,1,0,0,0,1,1,3,2,7,2,0,1,1,3,8,14,13,11,16,3,1,42,39,51,39,40,11,9,69,105,119,114,89,15,12,19,45,47,76,43,19,14,18,18,18,19,19,28,20,13,8,14,9,14,27,22,23,26,21,34,24,40,24,24,22,29,26,18,45,42,26,26,25,20,24,40,46,24,31,35,22,31,28,28,29,43,42,35,35,24,28,33,67,53,55,64,33,27,47,47,44,36,34,29,29,30,27,31,43,26,27,36,26,26,31,34,22,21,24,17,24,21,34,15,18,15,20,13,15,20,23,8,14,13,3,5,12,10,9,10
7015,633,843,857,754,799,226,253,0,0,0,0,0,0,1516,1493,1356,0,0,0,3,5,3,1,2,10,3,5,1,1,1,3,3,5,8,4,2,1,1,3,4,0,1,2,0,1,2,8,0,0,0,0,0,3,3,0,0,2,0,0,0,0,2,3,7,4,5,3,0,1,0,2,2,5,2,0,14,14,7,9,5,0,4,6,7,8,11,14,1,5,8,16,15,10,11,12,11,23,16,16,26,26,12,16,26,37,36,39,45,13,15,23,34,26,35,34,16,21,19,18,22,28,55,22,13,28,31,50,19,66,19,12,73,111,98,86,131,17,22,158,255,278,238,213,16,26,126,146,141,125,89,17,23,50,55,70,50,43,23,19,29,47,34,32,19,10,10,18,24,17,22,11,5,13,7,12,14,9,3,5,13,6,6,6,6,17,12,7
7016,1430,1338,1420,1430,1660,2036,2133,0,0,0,0,0,0,4325,4073,3049,0,0,0,13,12,15,12,18,15,6,11,1,0,3,4,5,8,0,2,3,1,4,2,6,0,0,1,0,0,0,1,0,0,3,1,4,0,1,10,4,10,2,1,3,2,5,5,2,1,4,1,1,18,18,28,29,19,10,6,43,52,70,53,70,15,21,41,39,42,55,52,42,42,30,39,41,46,36,92,51,79,37,48,61,65,107,119,87,89,91,91,73,136,112,80,81,66,94,118,167,158,119,90,69,87,128,137,176,99,111,120,103,169,179,188,191,178,194,193,219,205,235,231,220,217,218,206,220,242,113,112,106,111,153,186,192,96,96,89,85,108,191,218,53,51,92,64,77,109,153,45,38,51,55,53,119,101,48,44,34,40,46,60,58,18,19,28,25,33,35,36
7017,792,962,1044,1003,958,633,642,0,0,0,0,0,0,2130,2132,1772,0,0,0,2,2,5,8,14,17,19,8,0,3,0,2,16,7,1,0,5,1,2,6,9,0,1,0,0,1,2,11,0,0,1,2,0,3,5,1,0,0,0,1,0,4,11,20,13,27,10,3,1,45,49,39,30,40,4,4,70,103,107,126,97,10,6,38,49,38,54,53,21,20,36,26,39,47,41,40,53,37,32,53,21,32,34,45,38,23,38,27,52,36,55,29,38,39,43,41,48,57,26,38,26,28,46,48,52,12,44,34,31,25,24,43,62,58,80,56,82,66,38,149,198,216,180,154,58,47,87,92,97,128,106,66,38,40,63,63,61,39,37,27,31,43,56,39,36,34,38,42,51,45,42,37,24,29,18,24,29,28,22,10,19,9,8,18,24,25,26,15
7018,821,676,705,771,774,1066,993,0,0,0,0,0,0,2118,2101,1587,0,0,0,28,5,11,22,4,23,18,6,3,1,0,12,21,20,8,4,8,1,2,15,22,5,5,0,1,2,10,7,0,1,0,1,3,1,1,3,1,0,1,0,0,1,2,0,1,0,3,2,1,3,1,5,0,2,1,5,19,18,32,31,36,7,4,22,30,30,20,16,19,20,41,29,25,38,45,44,39,36,37,20,41,38,75,37,46,26,38,51,48,52,61,61,40,49,46,37,76,70,85,40,50,34,46,108,91,62,39,59,55,45,77,94,40,62,40,57,65,88,111,62,58,43,83,69,96,72,52,61,85,64,64,91,68,49,61,70,63,41,89,46,37,52,40,39,35,76,76,84,53,53,37,57,24,62,42,36,34,46,59,44,38,28,14,11,40,45,27,29
7019,926,1092,1119,1102,984,562,547,0,0,0,0,0,0,2263,2233,1836,0,0,0,13,10,10,10,7,14,10,2,12,8,6,5,19,11,5,1,1,8,3,2,12,1,1,4,0,0,1,7,0,0,0,0,0,0,0,1,0,0,2,0,0,1,5,8,2,10,7,3,0,14,11,17,12,15,2,6,33,42,39,48,41,7,9,22,19,23,27,21,18,21,16,18,20,15,24,18,14,24,28,22,32,30,47,27,46,42,42,49,65,34,48,39,32,34,37,55,53,39,41,32,33,40,51,34,41,20,40,40,53,70,47,37,84,114,132,111,132,64,62,226,292,291,250,172,52,50,132,141,183,151,122,36,46,78,115,70,101,60,34,24,66,70,66,55,45,23,28,30,36,45,35,29,22,22,12,15,19,26,17,24,27,16,13,18,24,13,8,5
7020,858,1046,1039,979,1043,744,675,0,0,0,0,0,0,2267,2308,1809,0,0,0,10,7,6,9,15,13,16,7,3,3,1,4,13,10,3,3,0,1,2,12,6,0,4,2,0,0,4,2,1,1,0,0,2,3,5,3,0,5,4,4,1,0,3,6,9,6,6,0,0,29,28,26,20,31,7,6,37,44,55,45,57,13,7,50,41,63,84,69,11,23,33,23,32,24,34,28,27,25,39,32,37,38,56,48,42,52,47,57,71,37,35,51,53,44,43,58,48,50,40,43,42,26,51,61,51,35,43,47,54,71,56,64,68,87,96,86,96,73,61,156,239,197,160,149,65,55,112,142,149,125,107,60,58,60,84,66,80,50,57,65,35,48,43,46,53,48,35,35,24,26,28,29,34,23,15,21,36,29,22,22,13,8,11,13,14,24,22,15
7021,757,779,875,870,886,569,613,0,0,0,0,0,0,1797,1790,1762,0,0,0,4,2,3,2,3,8,8,7,2,2,6,2,13,12,0,0,2,1,0,3,5,2,0,1,0,0,3,2,0,0,0,0,2,1,10,2,1,3,0,2,0,2,2,1,4,1,0,1,3,4,9,7,9,11,5,1,22,25,36,29,31,9,10,17,24,21,24,12,18,18,19,18,12,13,17,21,26,43,29,34,33,42,35,23,43,43,54,52,62,43,23,39,34,32,49,51,32,36,37,38,40,40,50,43,43,43,58,59,53,67,52,70,101,110,122,121,112,39,67,162,195,180,179,172,51,62,96,81,104,100,85,57,53,40,48,60,56,69,57,53,24,19,29,46,33,26,33,26,21,38,23,18,16,34,20,14,24,18,18,15,12,4,7,8,15,27,21,7
7022,854,926,1014,1075,1104,724,767,0,0,0,0,0,0,2302,2245,1917,0,0,0,16,8,3,9,12,28,16,3,5,5,3,7,8,20,9,6,9,6,1,21,24,1,4,1,4,2,9,11,1,0,1,1,1,1,3,4,2,0,1,3,2,1,8,10,12,6,14,1,5,14,14,28,34,20,4,8,56,62,92,71,75,6,5,41,45,48,73,63,19,19,24,17,19,24,27,20,19,27,33,37,45,36,33,46,40,49,62,64,75,51,51,39,46,31,48,81,38,43,40,61,29,35,44,51,66,43,35,53,45,76,48,45,83,112,107,111,141,87,66,126,132,160,170,123,51,64,108,124,120,121,112,66,51,66,49,62,63,29,47,55,39,58,46,50,51,41,36,31,22,44,34,49,36,60,21,21,33,36,38,22,29,14,11,12,21,24,34,24
7023,352,348,402,369,404,313,335,0,0,0,0,0,0,799,832,892,0,0,0,2,3,3,5,9,11,22,1,4,4,8,4,9,9,4,0,0,3,3,11,11,0,0,0,0,2,4,3,0,1,0,0,1,2,4,3,2,0,4,2,1,1,7,8,4,3,5,3,3,12,11,11,8,21,5,3,47,63,68,49,62,6,6,24,27,23,30,28,4,11,20,10,17,17,23,17,18,32,10,19,9,18,18,26,15,8,16,11,7,25,18,17,18,9,22,19,22,26,10,20,18,15,14,12,24,19,16,24,19,23,20,24,19,17,22,20,21,30,25,28,24,29,33,32,13,20,32,21,38,23,29,14,17,23,21,36,27,17,22,8,17,23,21,25,19,13,23,8,20,18,14,16,14,14,8,8,12,13,17,20,9,4,13,10,11,12,17,10
